Species,n.gps,abs_max_lat,abs_min_lat,length_lat,median_lon,median_lat,area,bio1m,bio1sd,bio2m,bio2sd,bio3m,bio3sd,bio4m,bio4sd,bio5m,bio5sd,bio6m,bio6sd,bio7m,bio7sd,bio8m,bio8sd,bio9m,bio9sd,bio10m,bio10sd,bio11m,bio11sd,bio12m,bio12sd,bio13m,bio13sd,bio14m,bio14sd,bio15m,bio15sd,bio16m,bio16sd,bio17m,bio17sd,bio18m,bio18sd,bio19m,bio19sd,elevm,elevsd,continents,dist,Red.List.status
Phyla nodiflora,1345,45.695576,14.858333,30.837243,-97.958333,25.642585,6.58E+12,207.8644195,41.61655171,129.2127341,22.91100675,52.83520599,11.93528732,4342.262921,2279.385503,334.0464419,29.19827171,79.2329588,67.10673405,254.8134831,70.40669263,221.4539326,66.8486897,190.1602996,61.86510023,259.964794,33.396502,149.7041199,62.50269036,933.1745318,478.7256465,169.7558052,88.76293069,23.43595506,22.18246323,67.75730337,26.81981308,434.2344569,231.241833,84.14007491,75.57021024,261.2022472,176.6662109,151.8569288,115.2917415,138.1085502,65.14513417,"Asia,Europe,NA,Australia,South America and the Caribbean,North America",global,LC
Phyllospadix scouleri,18,57.033333,24.24525,32.788083,-123.3183,43.194461,6.95E+11,124,52.69882984,83.84615385,24.16211275,46.76923077,9.670865578,3419.846154,969.8983492,220.7692308,50.36393195,43.07692308,49.84553062,177.6923077,36.57500197,88.46153846,56.65335439,160.6153846,34.64952732,170.1538462,47.55496145,84.38461538,60.36629642,1194,1000.040166,187.5384615,141.0050917,25.38461538,31.1328831,72.46153846,20.47606483,535,411.9314263,93.84615385,109.5702561,112.2307692,129.3549083,497.5384615,374.4490654,39.44444444,73.20336076,"North America,NA,South America and the Caribbean",global,LC
Phyllospadix serrulatus,5,61.11,48.31639,12.79361,-128.143333,51.650556,16523526716,65.75,35.96641952,73.5,3.696845502,35.75,6.396613687,4819.5,1537.707926,178.5,20.15771151,-29,60.04997918,207.5,45.30268572,47.5,14.73091986,102.75,45.57320119,128.5,18.87679351,7.75,54.03316883,2055.75,359.166976,290.75,64.87616409,70.75,28.60506948,44.25,15.92430009,821.5,200.8025564,242.5,105.0856793,343.5,219.7657844,707.25,251.0237373,51,114.0394669,NA,endemic,LC
Phyllospadix torreyi,33,53.15,22.97,30.18,-118.4745,33.3871,6.32E+11,163.59375,43.64213662,103.1875,27.62238164,52.53125,6.923472814,3331.875,1060.647026,263.90625,49.42662165,68.84375,43.95533611,195.0625,51.82286051,138.71875,65.73516483,192.28125,30.15683133,208.8125,43.58117195,124.53125,46.18894182,459.84375,593.4731621,84.90625,77.92939707,6.25,21.79375465,87.53125,18.05722869,230.625,222.0540112,24.03125,76.79906097,48.75,102.0689204,206.78125,204.6697945,61.06060606,94.67904315,"North America,South America and the Caribbean,NA",global,LC
Physostegia ledinghamii,7,60.1,52.895033,7.204967001,-112.25,56.733837,1.34E+11,-1.428571429,23.99900792,116.8571429,6.335839103,25.28571429,3.860668583,12134.42857,2361.130228,221.4285714,26.61989947,-242.8571429,53.09560111,464.2857143,69.13685531,144.2857143,28.48224175,-73.71428571,33.91024568,144.2857143,28.48224175,-165.8571429,46.89146536,438.2857143,79.26687893,78,15.95827894,15.85714286,4.298393941,54.85714286,11.0367352,204.7142857,45.24641528,54.71428571,16.65046832,204.7142857,45.24641528,64.42857143,15.04279609,105.8571429,41.11540089,North America,endemic,LC
Physostegia parviflora,35,54.017,41.55,12.467,-120.01139,45.8591,2.23E+12,80.65714286,30.47365579,120.7428571,21.99644738,35.88571429,4.782144661,7534.485714,2049.739774,267.2,20.93940839,-70.05714286,69.89737976,337.2571429,75.26671902,61.88571429,69.42485206,102.4,110.7899974,176.6571429,18.22400301,-16.57142857,56.49585394,840.6,492.600375,126.1428571,80.64378568,23.22857143,11.4457434,43.6,16.21219585,354.5142857,232.329681,90.65714286,40.16286173,129.6285714,67.45677732,297.8,237.3688864,153.2571429,74.49608867,North America,endemic,LC
Pinguicula villosa,115,69.43311291,52.174783,17.25832991,-144,62.07,5.07E+12,-50.35964912,43.69648478,96.83333333,15.98944158,21.93859649,4.512097971,12427.13158,2852.710416,178.1403509,25.87679358,-266.0877193,82.13894567,444.2280702,88.49169103,96.23684211,26.58807459,-139.8157895,95.96390968,107.8947368,21.30285968,-206.5526316,76.03807757,499.4561404,488.8391186,84.68421053,71.58290148,19.28070175,22.12375041,54,12.6602996,215.0526316,178.1620939,66.81578947,77.1671632,182.4649123,90.19636198,89.95614035,138.6586431,135.4608696,77.52071449,"Europe,North America,NA",global,LC
Pinus clausa,41,35.41805,26.13,9.28805,-81.85,29.17,2.59E+11,209.6585366,17.06108109,116.4390244,11.27397175,45.82926829,5.029425608,5057.609756,988.0632034,326.5609756,4.560969088,73.34146341,29.96882527,253.2195122,28.43898046,266.3658537,20.18632718,170.2439024,17.02319078,270.0243902,5.255891004,141.5365854,29.09475688,1353.463415,125.4844806,188.6585366,17.90755393,59.17073171,17.50985785,40.56097561,13.84927576,529.7317073,50.11587792,210.4634146,58.29455273,516.1463415,55.86392439,248.097561,80.50987669,118.8292683,40.28765471,"Australia,North America,NA",global,LC
Pinus elliottii,57,32.78,25.401302,7.378698,-82,29.74983,3.66E+11,208.2982456,17.49077809,115.9473684,11.45865402,45.35087719,5.742980896,5163.157895,1135.671274,326.8421053,4.325132012,71.0877193,33.42223421,255.754386,33.57150189,258.9824561,39.26489309,173.0877193,19.12205225,270.4912281,4.040521567,139,31.93687971,1379.192982,132.4867161,192.8070175,25.85290713,58.40350877,17.95018867,39.85964912,16.10172861,530.5964912,58.58506015,212,65.35480089,510.5789474,66.6501922,260,97.41021507,130.8596491,28.0448866,"Asia,Australia,NA,North America,South America and the Caribbean",global,LC
Pinus glabra,44,45.695576,27.2,18.495576,-86.207085,31.39208,1.56E+12,183.8409091,30.35981369,130.5454545,11.92701554,42.97727273,3.076457011,6346.522727,639.6947487,326.6363636,18.39374377,26,36.138622,300.6363636,25.81336494,195.6590909,83.875307,173.6590909,47.55654807,261.5227273,24.68074161,99.15909091,35.17791536,1413.954545,184.6288489,169.4090909,20.77265441,69.52272727,13.4536044,24.09090909,7.873470857,454.1363636,57.15079641,258.5227273,47.05290868,424.8863636,71.970671,359.3636364,77.88843868,135.5681818,34.25920194,"Australia,North America,South America and the Caribbean",global,LC
Pinus longaeva,158,40.63,36.16667,4.46333,-118.1327,37.436515,2.69E+11,33.5443038,27.29961035,136.5506329,16.30268919,41.80379747,1.351851105,6504.082278,766.1484944,216.5949367,41.32457173,-106.3544304,21.32014864,322.9493671,39.75078375,-20.72151899,52.31212954,86.38607595,37.7377347,121.1962025,34.10800733,-40.51898734,21.38924115,432.6962025,116.7404279,61.85443038,17.83320668,16.38607595,5.847014245,39.47468354,11.86747381,165.2405063,48.86878706,63.1835443,20.591829,74.20886076,27.0338438,158.3164557,51.34125725,94.15822785,73.65909789,North America,endemic,LC
Pinus quadrifolia,180,38.581545,27.911944,10.669601,-116.41313,32.851,1.66E+11,129.8166667,23.23536964,147.1055556,13.14019686,48.62222222,3.726929863,5636.083333,762.008115,299.4888889,32.51067532,-0.816666667,19.0540176,300.3055556,28.07314811,71.37222222,31.14859513,165.4888889,35.51008809,207.2333333,25.3130346,66.25,23.64917587,460.3555556,154.4213789,80.88333333,28.97952947,2.166666667,1.140910153,68.23333333,7.645862795,225.2611111,82.71978436,25.74444444,10.67923491,66.97222222,29.08193598,213.2777778,83.67662252,132.3111111,56.16101044,"North America,South America and the Caribbean",global,LC
Pinus remota,59,30.482222,19.366667,11.115555,-100.925,25.691667,7.60E+11,180.8644068,17.21913293,137,8.499492885,51.05084746,4.232158204,4734.864407,865.5543063,305.7966102,22.63791423,38.13559322,19.16575397,267.6610169,26.97675255,225.4067797,22.06113656,130.8305085,15.87467354,235.8305085,23.69064455,115.6440678,16.92861555,346.5932203,104.8029545,70.83050847,21.85149923,7.050847458,2.582592448,67.94915254,11.85170398,172.2711864,62.18876451,29.3559322,8.741030303,138.1355932,38.75317901,35.47457627,8.400237953,94.45762712,58.22113671,"Asia,South America and the Caribbean,North America",global,LC
Pinus serotina,33,42.04472,27.7283,14.31642,-81.1689,32.5875,1.16E+12,170.8181818,38.48900374,119.4242424,12.58230479,39.60606061,6.46113087,6690.454545,1407.27545,316.9393939,20.31154135,13.93939394,51.89288209,303,37.95638945,215.7575758,73.22782527,124.4848485,63.61462156,253.6060606,21.96864156,81.60606061,55.42953826,1258.333333,143.7151407,153.1515152,29.45242054,66.87878788,16.20716966,26.57575758,13.00487962,430.0606061,87.14174495,228.0606061,46.21075321,416.6969697,88.72481504,273.969697,64.41733309,140.8484848,29.31096341,North America,endemic,LC
Pinus torreyana,61,38.581545,32.725,5.856545,-117.2518,32.9501,8.01E+11,162.0169492,18.5857672,106,21.38078415,52.33898305,5.063766383,3415.084746,1230.324085,265.3559322,32.63685388,62.33898305,28.63239675,203.0169492,51.27225893,128.0677966,24.45958271,196.4915254,33.21111825,208.779661,22.43693675,121.6949153,25.91714533,351.5084746,131.4091233,71.96610169,23.50345983,1.203389831,1.989452021,88.98305085,7.401051942,198.559322,63.40164014,5.847457627,8.366216051,14.3559322,34.85821662,181.4915254,68.91683466,89.63934426,79.45984998,"Australia,North America,NA",global,CR
Pistia stratiotes,434,53.516667,15.091667,38.425,-93.207222,19.4541665,1.07E+13,233.3860465,40.14814978,118.7837209,22.70736539,59.02093023,10.350367,2927.537209,1843.830012,332.7581395,23.97351134,126.4325581,66.841697,206.3255814,57.80629213,253.127907,41.63779788,217.4674419,58.43903931,266.3837209,28.69539757,192.6767442,59.44090849,1359.24186,607.9210185,251.9883721,108.879148,29.7255814,21.96488077,70.32325581,25.56431021,654.1813953,286.4442889,107.0093023,77.13201172,393.8465116,181.0827695,168.3953488,131.3180341,141.0023041,60.69845579,"Asia,NA,Australia,South America and the Caribbean,North America,Europe",global,LC
Plantago bigelovii,46,39.909167,27.594636,12.314531,-119.5586386,34.04817743,2.29E+11,162.673913,10.33022394,138.1304348,19.73559525,50.30434783,5.769150006,4934.23913,1452.979027,314.7608696,38.87368992,38,20.75679273,276.7608696,56.0508439,106,21.23519092,220.4130435,24.67349103,227.9347826,20.95646511,102.9565217,21.47034805,452.1086957,223.9628172,90.23913043,45.113282,1.260869565,0.905164997,83.82608696,8.290032429,242.1521739,113.1237213,9.630434783,6.388735558,15.56521739,9.478987695,233.8478261,114.903238,115.4347826,87.1345453,"North America,South America and the Caribbean",global,LC
Plantago cordata,68,45.695576,33.88,11.815576,-90.386385,38.754425,2.17E+12,116.1323529,25.4258679,126.3823529,12.36874903,32.44117647,3.325084907,9062.808824,666.0358616,306.75,19.50459188,-77.25,29.22449136,384,20.06035669,174.0294118,45.54839008,8.882352941,61.70380124,229,21.59878382,-6.014705882,30.99566298,1020.911765,129.8882109,110.8382353,13.36693436,53.47058824,14.5996019,20.48529412,6.800993446,310.9117647,34.34188744,188.8970588,43.3899843,283.75,23.35346502,194.6470588,57.14024765,150.5735294,52.26919877,North America,endemic,LC
Plantago eriopoda,97,67.916667,37,30.916667,-111.626944,42.1,9.13E+12,42.2371134,45.27319231,144.3298969,26.72028008,34.62886598,8.10005091,9502.938144,2383.867323,261.9484536,40.31577729,-157.8762887,77.72390475,419.8247423,56.05614936,107.9896907,64.81777258,-6.865979381,104.101776,162.5360825,30.13271404,-80.78350515,75.42783897,451.4742268,190.1251284,66.24742268,26.73404155,17.4742268,12.42988065,42.46391753,17.33977956,178.8762887,77.61567412,60.81443299,40.42542772,133,61.2416661,104.8556701,95.28651856,138.2371134,43.25765183,North America,endemic,LC
Plantago macrocarpa,23,60.33,53.45,6.88,-135.33,57.4,81259371171,46.05882353,19.86350481,69.64705882,6.274364275,30.11764706,1.653872461,5618.294118,682.8310337,167.5882353,13.41668189,-61.70588235,28.26164518,229.2941176,25.5801796,45.35294118,25.46551879,72.58823529,49.01665383,119.2941176,14.19843612,-22.11764706,25.93473143,1894.882353,722.5091593,278.5294118,123.6522936,88.11764706,30.91092516,33.94117647,7.603211396,701.4705882,288.0690277,296.5882353,101.6464822,347.2941176,115.1904752,514.4705882,215.4124293,126.3043478,116.6768789,"North America,NA",global,LC
Platanthera chapmanii,6,30.584965,30.1361,0.448865,-94.267148,30.529262,5695644827,192.3333333,2.875181154,130.3333333,2.732520204,42.33333333,0.816496581,6320.5,221.1621577,337.5,5.167204273,34,6.92820323,303.5,12.04574614,256,4.939635614,154.6666667,3.723797345,268.8333333,0.752772653,106.3333333,6.250333324,1404.5,73.17034919,155.8333333,25.56103806,88,3.224903099,18.16666667,5.810909281,421.5,68.39809939,294.3333333,7.339391437,373.3333333,87.22996427,350.8333333,5.492419018,133,0,North America,endemic,VU
Platanthera leucophaea,34,45.2,37.03694,8.16306,-85.5,42.096653,1.17E+12,87.17647059,20.4709263,111.6470588,10.70791934,28.23529412,2.161071894,9807.764706,491.8930691,283.3529412,21.50811313,-106.9117647,22.03903926,390.2647059,20.88396343,178.2058824,68.82466938,-32.47058824,25.63406268,208.4705882,19.92445626,-44.88235294,22.72732264,898.5294118,94.79139307,99.58823529,12.83961117,43.23529412,13.21628661,23.79411765,9.947679528,281.6176471,37.48293729,151.8235294,39.43807619,272.1470588,37.14601194,160.4411765,47.08354353,145.3235294,39.28969376,North America,endemic,LC
Platanthera praeclara,45,49.144861,38.27621,10.868651,-95.716928,41.007029,4.90E+11,86.15555556,39.75433399,124.4444444,8.203534592,27.95555556,3.09659311,10927.64444,1360.161724,300.2,23.03811072,-139.0666667,61.87428604,439.2666667,40.39824479,206.2444444,18.00777049,-62.31111111,59.55243,220.2,25.62722274,-62.31111111,59.55243,742.3777778,215.3850979,111.0222222,25.76421839,19.62222222,8.054611578,51.33333333,7.468114037,297.6,62.44575828,68.06666667,25.93383189,286.2666667,54.95965462,68.06666667,25.93383189,131.6444444,29.07291426,North America,endemic,EN
Platanthera yadonii,9,36.914116,36.2088,0.705316,-121.6777,36.8484,428503170.6,140.2222222,1.986062548,130,13.61983847,59.55555556,0.881917104,3074,291.2979574,251.3333333,12.91317157,35.11111111,7.912718314,216.2222222,20.70493768,100.6666667,1.5,173.4444444,5.002777007,177.8888889,4.88478363,100.1111111,2.891558595,453.2222222,37.06675659,91.44444444,8.338331834,1.777777778,0.440958552,87.88888889,0.600925213,241.1111111,18.65773596,6.555555556,0.881917104,10.11111111,0.600925213,240.5555556,19.32686673,139.1111111,116.7277221,North America,endemic,VU
Platanthera yosemitensis,7,37.811,36.98335,0.827650001,-119.659844,37.668181,838921284.7,58.14285714,8.07111251,131.5714286,5.349677338,44.71428571,0.755928946,5738.142857,85.8747704,227.2857143,9.105205209,-63.85714286,9.581728644,291.1428571,8.132825901,-3.714285714,8.340948901,135.1428571,8.234653837,136.1428571,8.05043625,-4.428571429,8.038597366,897.4285714,54.64081851,160,10.1324561,8.571428571,1.812653934,74.71428571,2.058663459,435.5714286,28.29521245,34.85714286,5.843188953,45.42857143,3.95209408,434.4285714,30.12118381,125.8571429,29.85201596,North America,endemic,EN
Pleuropogon refractus,89,50.2,40.4618,9.7382,-123.5,43.5731,2.11E+11,80.57954545,30.49805782,112.3977273,21.70573301,45.73863636,6.24866757,4694.556818,1007.591801,225.3409091,31.31885935,-19.61363636,39.0279687,244.9545455,44.57511008,30.67045455,36.83286938,141.3181818,24.01988901,143.5227273,23.29519573,25.92045455,37.81480024,1749.625,563.5558558,290.5795455,89.4111929,21.21590909,16.89075709,66.57954545,9.322721707,830.3295455,251.533628,102.3636364,59.61643332,114.375,63.04027403,773.4090909,237.6276251,68.83146067,82.23915181,North America,endemic,LC
Pleuropogon sabinei,26,71.567,61.392016,10.174984,-83.292,68.325,1.17E+12,-125.2272727,17.4135465,76.63636364,11.94250295,16.13636364,1.582507189,13572.31818,1506.683282,115.5454545,28.4030972,-344.9545455,29.46099483,460.5,50.79252851,38.59090909,30.15461599,-280.8636364,36.60639478,50.63636364,19.88190241,-290.2727273,26.40379089,234.4545455,88.83356684,41.86363636,11.3107427,6.909090909,4.669139728,59.40909091,9.152980732,108.2727273,33.2969065,23.45454545,14.31857692,94.72727273,29.93672982,24.18181818,14.37138812,154.6923077,66.12580085,"Europe,North America,NA",global,LC
Poa bolanderi,415,45.36889,33.8006,11.56829,-120.2416,39.259444,5.61E+11,58.52289157,25.22773245,136.053012,12.19792824,44.19036145,2.231722026,5942.419277,498.8050674,236.913253,30.03222412,-67.69879518,27.59968097,304.6120482,25.94441009,-3.048192771,25.05968894,136.8578313,26.57968659,138.7542169,25.3755812,-8.212048193,26.1385818,963.0771084,280.7983337,164.6722892,48.30932515,9.86746988,4.333810131,69.79518072,9.288139853,458.2048193,141.024012,47.6746988,16.97092458,55.21927711,17.93298352,445.253012,131.541423,108.3060241,48.54277796,North America,endemic,LC
Poa hartzii,31,72.092,61.826389,10.265611,-121.901,70.32,5.70E+11,-124.8333333,16.41715531,70.1,11.36646611,15.2,1.648405708,13574.53333,1243.155877,111.5,22.73497988,-335.1666667,27.3232039,446.6666667,42.56219249,42.56666667,19.69891181,-271.9333333,40.54961485,53.03333333,16.26395069,-286.1333333,25.26921711,155,57.17245539,30.8,7.378440168,4.6,2.386745006,65.8,7.676205959,76.9,20.12092752,15.63333333,7.378829612,68.93333333,17.25654965,16.26666667,7.455307451,153.4516129,49.11743663,"Europe,North America",global,LC
Poa leptocoma,201,69.317,33.3816,35.9354,-118.367,40.7371,7.57E+12,12,35.65207858,127.7537688,28.4852376,37.95477387,6.292770008,7148.155779,1741.093724,195.3969849,40.41237173,-138.3919598,59.00579612,333.7889447,61.58926902,12.7638191,66.70649944,37.07035176,86.38412613,106.0351759,29.26893359,-73.77889447,52.31790312,844.879397,502.6614978,121.0351759,83.83620255,30.97487437,19.02774083,39.90452261,19.63366336,331.758794,237.8051407,110.7487437,62.50961288,156.1859296,82.00874924,275.4371859,217.7218474,123.7860697,57.98171268,"North America,NA",global,LC
Poa palustris,1217,68.53,32.70984,35.82016,-105.4153,45.7,1.35E+13,45.54387417,40.53568063,122.852649,26.37210264,31.5852649,8.066172972,9282.04553,2312.525424,246.6688742,38.39960764,-144.5049669,72.1442101,391.1738411,65.87800664,92.89735099,78.25684388,2.509933775,105.8283453,161.977649,32.94041213,-75.80463576,66.14774639,774.1266556,376.1644694,102.2508278,50.14690101,35.57450331,28.44957013,38.36009934,22.31443514,282.1307947,135.2109565,120.5066225,88.6466971,198.5877483,94.73059826,199.1548013,152.6942732,142.799507,65.38550333,"Europe,Asia,NA,Australia,North America,South America and the Caribbean",global,LC
Poa reflexa,96,52.4,35.7911,16.6089,-107.0565165,39.6002715,1.25E+12,0.020833333,25.94608952,146.9166667,15.92592502,39.67708333,2.477242914,7590.541667,653.5749128,195.46875,36.34482606,-170.1354167,26.24805548,365.6041667,32.18253177,32.21875,73.98807914,4.729166667,52.2170529,99.10416667,29.73266117,-92.60416667,23.23630515,714.7916667,235.6455374,81.46875,37.4761547,38.17708333,8.619433113,20.78125,9.483729141,220.9166667,103.0071706,134.8854167,30.81075335,184.6458333,45.64323416,180.1770833,103.5979064,112.6458333,40.34508492,North America,endemic,LC
