Species,n.gps,abs_max_lat,abs_min_lat,length_lat,median_lon,median_lat,area,bio1m,bio1sd,bio2m,bio2sd,bio3m,bio3sd,bio4m,bio4sd,bio5m,bio5sd,bio6m,bio6sd,bio7m,bio7sd,bio8m,bio8sd,bio9m,bio9sd,bio10m,bio10sd,bio11m,bio11sd,bio12m,bio12sd,bio13m,bio13sd,bio14m,bio14sd,bio15m,bio15sd,bio16m,bio16sd,bio17m,bio17sd,bio18m,bio18sd,bio19m,bio19sd,elevm,elevsd,continents,dist,Red.List.status
Xyris elliottii,66,34.45,26.0819,8.3681,-81.8272,28.73405,3.05E+11,213.0153846,14.71127576,121.1230769,9.741194248,47.86153846,4.107451016,4855.830769,865.0711417,328.9538462,3.35144917,77.03076923,27.91055425,251.9230769,27.90290514,270.0769231,3.841824486,171.2769231,16.35877793,270.8461538,3.885995566,147.4,25.61542504,1325.276923,101.9168637,193.8923077,22.12190874,53.35384615,13.82528342,44.95384615,13.78793717,543.6461538,62.78222051,190.9384615,47.1735085,532.2769231,57.23376071,230.0153846,70.87984823,134.8484848,15.0171619,"South America and the Caribbean,NA,North America",global,LC
Xyris montana,88,51.533,40,11.533,-71.4756935,45.365694,1.72E+12,51.52272727,20.80173361,100.4431818,16.39866686,26.69318182,2.422869746,9288.204545,1575.357067,235.875,24.22585894,-135.0227273,49.76611442,370.8977273,60.52092633,64.40909091,80.44240266,28.17045455,92.12612813,166.4886364,17.53878744,-72.15909091,40.44575944,1136.079545,198.8508493,121.5,22.03810702,72.59090909,18.1327394,17.09090909,6.968956392,347.7159091,65.63254534,230.9659091,54.57767824,281.2045455,30.97873171,285.8409091,86.68384706,142.8977273,77.14712616,North America,endemic,LC
Zamia integrifolia,15,41.80916,25.457352,16.351808,-81.8625,29.31,2.38E+12,184.5333333,52.68351147,120.4666667,11.78295783,43.53333333,9.030635689,6008.066667,2375.267608,322.2666667,16.56358599,34.4,84.43492845,287.8666667,77.05180694,241.7333333,60.76472974,113.6666667,86.38259304,258.2666667,24.5341356,104.4666667,81.70929888,1147.6,268.9061971,163.4,51.52225594,46.8,18.49401448,42.6,17.19135996,459.6,147.1091917,164.7333333,58.5301713,440.6666667,148.9226389,179.2,65.01230653,141.8,31.38516483,North America,endemic,NT
Zannichellia palustris,688,65.2,16.741667,48.458333,-105.095789,37.53237,1.55E+13,131.5915081,58.24753819,145.4568082,26.78883088,44.99267936,13.0236061,6544.190337,2730.460303,306.9824305,44.96345517,-28.24158126,83.11599444,335.2240117,72.30473478,133.2459736,86.67699398,128.8535871,101.1013498,215.2415813,41.01771914,47.69253294,87.09508264,621.9912152,358.2423121,99.61346999,54.61507472,19.09224012,26.18665206,58.50073206,29.36559794,268.5900439,144.9212103,67.91508053,84.00606628,154.682284,117.9691548,142.7774524,123.1051107,145.0334302,65.60008777,"Asia,Europe,NA,Australia,North America,South America and the Caribbean",global,LC
Zanthoxylum flavum,11,28,16.66742917,11.33257083,-94.738333,18.398333,3.00E+11,240.9090909,25.82423105,111.8181818,27.25002085,60.09090909,6.204104213,2289.636364,753.709662,333.2727273,14.33939266,149.2727273,44.5737387,184,35.91935411,257.6363636,23.17443733,240.1818182,31.536703,266.5454545,22.16016081,208.8181818,32.40005612,2265.818182,1312.748934,393.2727273,221.0973048,46.18181818,28.2199156,67.36363636,13.44821718,1072.181818,604.233203,166.9090909,102.0621914,451.0909091,169.4942209,312.8181818,227.9595658,118.5454545,82.80865128,"South America and the Caribbean,NA,North America",global,VU
Zapoteca formosa,822,30.975,15.666944,15.308056,-97.5215695,19.3481945,2.38E+12,237.4158537,33.04075246,134.2621951,21.28372862,66.21585366,5.799329874,2073.719512,918.5153303,335.047561,28.67431419,132.0853659,45.4857117,202.9621951,38.96186151,252.9,33.43405661,225.5707317,36.31642409,260.8829268,31.81906189,208.6439024,37.72560172,935.9987805,327.2985236,207.2878049,67.21227356,9.719512195,11.72411225,93.93170732,19.05983687,535.8512195,179.0730502,37.26097561,38.90124234,332.4780488,139.9142359,60.98170732,55.33936511,135.6873479,81.11673854,"South America and the Caribbean,North America,NA",global,LC
Zizania aquatica,228,56.335,28.9896,27.3454,-73.205522,43.8352,8.72E+12,85.48878924,43.30697684,109.7174888,10.11358951,28.88789238,5.051178308,9436.834081,1616.726733,275.7399103,26.052521,-105.1793722,66.64031546,380.9192825,50.07375403,158.0403587,72.02016224,14.85201794,98.10653606,202.7219731,29.14631947,-41.13004484,63.86194389,1051.022422,214.5704161,114.5246637,28.55764002,62.17488789,20.52774209,20.03587444,13.32776567,325.367713,80.26913758,203.4394619,63.7327236,297.1569507,68.78807731,236.2376682,92.0619749,153.7149123,71.91669401,"Australia,North America,NA",global,LC
Zizania palustris,106,54.666111,41.29638,13.369731,-81.9835,45.425,4.20E+12,50.82857143,29.5470476,111.5333333,10.22728879,25.95238095,4.410173885,10917.46667,1752.896625,261.0380952,16.85225607,-168.0285714,62.13113569,429.0666667,53.63359787,150.3333333,59.87208587,-64.73333333,89.91376923,184.247619,16.63914578,-97.53333333,53.59661777,820.4571429,231.1702265,97.81904762,25.55077184,42.26666667,23.06023328,30.11428571,18.70742052,276.5047619,73.76367198,139.8285714,68.25312858,248.752381,47.27330133,168.2761905,108.4022508,140.3867925,61.26221095,"Australia,North America",global,LC
Zostera marina,156,69.333333,22.97,46.363333,-119.5502362,44.00538,1.53E+13,96.71653543,57.18681411,92.81889764,21.69902979,37.23622047,11.16432576,5924.433071,2367.770164,233.5748031,53.47859974,-26.43307087,76.41112594,260.007874,73.18269117,66.41732283,73.12529375,138.3779528,81.7827095,172.9448819,48.01261525,22.48031496,77.24428888,1099.826772,625.769965,152.9291339,95.16203234,45.24409449,33.53503653,46.03937008,29.90975887,423.9527559,260.528823,154.3385827,108.6147422,178.2440945,115.2697813,369.5669291,235.3959714,85.23076923,96.27432888,"Europe,Asia,NA,North America,South America and the Caribbean",global,LC
Abies amabilis,102,56.275,39.73193,16.54307,-122.50625,46.7541325,137.3193475,51.1372549,32.25579669,103.0196078,22.2323377,38.61764706,5.66567591,5589.931373,889.9536895,205.9607843,38.69170392,-57.41176471,39.62281395,263.372549,40.85979931,-3.823529412,38.64855915,117.4117647,39.5252402,125.9215686,29.86759106,-14.14705882,36.39616916,1715.215686,632.5109419,276.745098,102.4262774,34.02941176,21.35251319,58.25490196,10.26740134,784.1176471,289.7483816,141.7254902,68.19485142,153.4411765,74.01225126,710.6960784,270.3651286,81.94117647,71.62330274,"Africa,Asia,Europe,Australia,South America and the Caribbean,North America",global,LC
Abies balsamea,804,58.633333,38.61306,20.020273,-72.5753305,44.7794525,878.0542958,37.80199253,25.54365284,108.2503113,12.70815158,26.32254047,2.700665388,10184.11208,1273.516065,236.8891656,25.00371882,-168.2789539,46.06781722,405.1681196,44.14059243,130.2814446,66.9826381,-56.39601494,71.22077707,163.3437111,20.32120914,-99.2988792,40.0422512,1047.220423,271.2839978,115.1058531,23.07777165,61.2864259,23.57426114,20.74968867,11.80687738,322.6587796,64.60287766,200.747198,72.69594453,304.9090909,58.36806385,222.7845579,85.32041507,128.7077114,75.95064853,"Europe,Africa,Asia,Australia,South America and the Caribbean,North America",global,LC
Abies concolor,949,49.25,28.258333,20.991667,-118.5966,37.5146,687.8735935,83.1085353,32.56852271,142.8482613,17.19459701,44.94415174,3.656685693,6148.738672,998.6746973,263.3519494,38.70864404,-52.4341412,38.04146547,315.7860906,42.09003781,37.82718651,59.92602383,139.2381454,53.65421186,165.7555321,35.42439032,12.00948367,34.59117645,793.3846154,348.1032399,137.1907271,64.19482213,8.353003161,7.410702144,67.056902,16.87147142,381.9978925,183.1140153,42.39831401,24.32011021,70.44046365,57.20394234,357.0621707,185.7369099,105.5953635,63.29057478,"Africa,Europe,Asia,Australia,NA,South America and the Caribbean,North America",global,LC
Abies fraseri,47,41.13472,34.17317,6.96155,-82.28333,35.759976,12.85727364,91.80851064,25.15658639,114,14.3814494,36.08510638,2.947584031,7128.787234,377.1448192,242.2553191,35.44589759,-68.4893617,18.22548662,310.7446809,18.92602083,122.3829787,50.98829925,49.25531915,71.11700955,180.6808511,28.21509493,-3.255319149,22.73138807,1630.106383,277.1458754,158.5744681,26.04155933,113.212766,23.0726039,9.574468085,2.134037619,444.893617,69.42566686,361.7021277,70.84395433,428.9361702,70.7108024,379.2553191,71.26602584,97.53191489,74.28524667,"Africa,Asia,Australia,South America and the Caribbean,North America",global,EN
Abies grandis,150,50.734472,37.80784181,12.92663019,-123.0886,44.3967,155.3026058,89.32413793,31.49975369,113.6068966,25.15046293,44.17241379,6.586333523,5078.510345,1473.865793,240.6068966,36.12926187,-18.25517241,49.48200842,258.862069,63.81109498,35.36551724,45.31645118,150.462069,35.87439908,156.1931034,24.98591174,27.86896552,44.68178463,1211.434483,471.1013664,202.337931,83.33493504,16.6,11.21717433,62.80689655,14.73624432,575.9655172,238.6774443,75.57241379,38.2516784,85.16551724,39.11557195,535.7724138,227.0611073,83.74666667,80.01519878,"North America,NA",global,LC
Abies lasiocarpa,334,63.95,19.1,44.85,-121.0080092,46.874645,538.9547882,17.58682635,34.43490538,120.6706587,27.37525748,35.90419162,6.387613326,7364.886228,1920.758052,201.6856287,36.93350859,-133.4820359,65.20495275,335.1676647,68.09674735,13.9251497,70.29776071,47.85628743,83.74498509,113.1856287,28.10408,-72.94011976,54.81053368,1020.08982,670.9204321,152.6257485,114.7340863,31.15269461,16.41734348,40.89820359,17.59321284,424.9341317,329.8681625,117.5838323,55.03946585,160.9251497,65.70694628,358.997006,308.7403498,114.3802395,61.28711316,"Africa,Asia,Europe,Australia,South America and the Caribbean,North America,NA",global,LC
Abies magnifica,336,42.8542,34.33,8.5242,-120.371,39.38149922,180.7224063,55.70535714,25.58776704,133.3541667,13.08649231,44.40178571,2.317202977,5795.806548,583.545193,230.3660714,34.41051441,-67.00892857,23.73541804,297.375,27.54419786,-1.720238095,28.86808403,131.3095238,29.05505888,134.375,28.29264711,-8.678571429,23.24645925,973.610119,310.4855029,165.2529762,52.22550121,10.38095238,5.057649178,69.11904762,8.027794644,463.014881,155.0516036,49.59821429,19.27265164,57.68452381,23.63987016,441.6458333,140.9763064,105.1011905,55.89543969,"Africa,NA,Europe,Asia,Australia,South America and the Caribbean,North America",global,LC
Abies procera,91,47.746358,36.7781,10.968258,-123.07,44.3907,30.86774684,56.08791209,25.18802553,114.4395604,20.46200207,42.8021978,5.528149741,5257.340659,620.8202141,215.0659341,34.07305948,-48.62637363,24.8370907,263.6923077,29.26077857,2.010989011,25.83085773,125.2307692,25.71643526,127.6483516,24.77111832,-3.10989011,25.889273,1821.681319,620.7740308,304.5934066,100.0456538,22.98901099,12.80928006,65.82417582,6.6342435,870.5604396,286.7070208,115.3626374,54.09713825,125.0989011,56.47989907,803.7802198,264.9849808,56.13186813,66.85958899,"Africa,Asia,Europe,Australia,NA,South America and the Caribbean,North America",global,LC
Achillea millefolium,5907,71.71,15.078333,56.631667,-106.971261,40.00139,2501.441464,81.89375106,58.51756254,128.7619615,23.39648058,39.63289631,13.00211236,7456.618423,3145.404474,261.7190533,49.55795818,-81.78631023,91.25508535,343.5053635,86.18196689,105.0423974,83.25134545,58.29371701,112.9158454,176.5356717,47.38850168,-13.99199728,89.55146388,804.6041206,390.8195318,123.5978205,65.16195508,25.00272433,24.67065059,52.65860719,26.56801496,337.1706113,180.8771812,88.85509961,78.60934055,176.6577558,119.7137396,221.9351269,187.4914077,129.7574065,67.93062008,"Africa,Europe,NA,Asia,Australia,South America and the Caribbean,North America",global,LC
Adiantum capillus-veneris,746,50.333333,15.090278,35.243055,-104.61845,33.02727,736.7939192,171.4034853,37.57190066,143.1474531,18.35363944,51.15281501,10.69871592,5074.296247,2246.192202,320.4155496,40.24083838,31.67292225,54.4306491,288.7426273,66.92745331,159.9477212,70.82837714,174.3793566,64.53525796,236.0254692,36.82817925,106.958445,54.27753329,738.3699732,471.8486162,134.5053619,86.4529548,14.69571046,21.06741898,71.58579088,27.64358511,355.5428954,228.6912374,57.08847185,75.82551642,172.5067024,164.99231,174.1327078,145.1654546,154.0080429,77.49991082,"Africa,Europe,Asia,Australia,NA,South America and the Caribbean,North America",global,LC
Agave lechuguilla,176,36.959167,16.324,20.635167,-100.9560835,25.4208075,144.2057737,184.6761364,28.30452157,152.0681818,16.52447221,54.67613636,8.820281749,4563.585227,1821.73949,319.7272727,34.56099445,38.22159091,36.39563223,281.5056818,47.84594291,227.25,35.22036748,143.7613636,32.30055084,238.3125,37.9473178,122.5681818,33.97471176,470.0738636,238.6649779,94.44318182,54.27587898,8.784090909,4.894192158,70.85227273,12.94298687,235.75,135.1923709,34.83522727,17.18674266,178.8579545,80.69120854,44.07386364,30.27380195,128.1420455,51.59742235,"Africa,Asia,Europe,Australia,South America and the Caribbean,North America",global,LC
Alisma subcordatum,261,53.605417,22.25,31.355417,-88.276203,38.9986,862.7183694,113.9770115,26.84355402,121.2260536,11.11126643,31.08045977,3.326646697,9259.601533,868.7274127,305.0421456,24.78356593,-80.09578544,34.19270083,385.137931,29.55835392,180.4329502,62.31026822,13.02298851,70.79466142,229.3793103,23.08158176,-10.40229885,34.86560784,1009.862069,164.6082416,117.4980843,17.96420041,49.94252874,24.21014869,26.65517241,15.55127567,322.0804598,38.43322433,169.3256705,75.17337187,298.743295,29.86493962,177.9808429,86.84847335,145.8007663,59.96901892,"Africa,Europe,Asia,Australia,South America and the Caribbean,North America",global,LC
Allium geyeri,172,50.811111,32.801333,18.009778,-106.65695,39.845308,193.8344908,31.95930233,41.50732445,148.3604651,21.26601923,39.70930233,3.302900653,7629.424419,785.5358584,229.9534884,52.35191468,-138.9011628,47.16694996,368.8546512,40.18330559,65.27906977,75.0538444,23.13372093,89.03379753,131.255814,44.69734114,-63.00581395,39.08313184,587.2209302,208.9652816,74.13372093,26.04471239,27.76744186,12.76936614,30.3372093,13.71779948,199.3430233,69.18653325,97.96511628,45.0233072,160.0755814,66.39241913,139.75,76.23011676,141.6337209,50.87112052,"Africa,North America",global,LC
Allium schoenoprasum,257,69.333333,18.49361,50.839723,-114.783333,50.067,2016.892345,19.60784314,73.03037833,109.6313725,20.50996963,28.10980392,10.05084035,10351.77647,3190.206769,226.0470588,51.25317103,-178.9490196,109.3423133,404.9960784,87.8859989,102.0823529,76.59046605,-35.15686275,115.8003938,149.4196078,46.14262816,-114.4352941,106.8147392,691.6823529,386.3843262,91.65490196,48.64889602,33.84313725,23.92012014,37.55686275,20.1836963,248.0901961,129.738303,113.4627451,76.98658734,203.8392157,90.38975989,152.8117647,120.1988013,148.0038911,75.49686966,"Africa,Asia,Europe,Australia,South America and the Caribbean,North America,NA",global,LC
Alnus alnobetula,1148,69.766667,35.5,34.266667,-118.541667,50.1190555,1943.1446,9.879752431,52.7717547,107.7683466,20.92750459,28.81167109,8.926686943,9806.564103,3373.206417,211.8443855,36.30088875,-177.7488948,100.3712872,389.5932803,94.82756082,66.24933687,73.90737858,-21.88947834,129.5369739,133.5667551,28.93146785,-116.061008,92.29908479,865.9310345,548.8375137,125.1892131,86.18362527,31.65959328,24.30670441,43.0627763,18.09983481,348.2351901,246.7236271,112.1847922,77.03462259,190.4986737,92.35395909,257.4774536,252.6829,126.9041812,72.77428925,"Africa,Europe,NA,Asia,Australia,South America and the Caribbean,North America",global,LC
Alnus incana,1507,68.366667,34,34.366667,-106.84965,44.051915,1783.487787,49.16433799,40.64767268,125.1290752,24.03557837,33.33998669,9.071445477,8915.062542,2482.845316,249.2168995,33.83973046,-132.4211577,73.67544261,381.6380572,62.27218455,78.36926148,80.54925489,26.66467066,116.0321968,161.7578177,30.70329473,-65.98137059,69.44808807,840.5229541,328.4445294,113.2135729,50.60369535,34.21956088,27.45432649,39.57152362,23.67900154,314.6819694,142.8739865,117.994012,83.365378,179.5908184,103.5012732,249.7132402,168.6645624,138.350365,63.89541072,"Africa,Europe,NA,Asia,Australia,South America and the Caribbean,North America",global,LC
Alnus maritima,38,39.742956,30,9.742956,-75.771595,38.2730065,99.34412905,145.9473684,18.14200348,120.0263158,10.66564792,34.31578947,2.857945427,8052.421053,415.9712589,317.6842105,19.53666721,-27.15789474,12.63527092,344.8421053,16.79692108,208.0263158,44.91101523,92.39473684,48.32577482,247.4736842,16.40160975,39.63157895,19.45114608,1077.684211,109.0566689,127.6052632,13.9913863,65.60526316,17.7969622,19.86842105,9.693048645,329.5,31.33580113,215.1842105,50.5669774,287.7105263,36.2356461,232.6842105,68.60703032,155.6578947,33.52552583,"Africa,Europe,Australia,South America and the Caribbean,North America",global,EN
Alnus rhombifolia,1043,47,32.73339,14.26661,-119.3247,35.7674,206.2608219,136.4410355,30.90088675,144.9137105,16.94374326,48.79290508,4.718085787,5411.942474,1145.787562,304.9952061,37.842194,8.088207095,33.51620179,296.906999,44.84075019,76.94151486,36.3102624,202.6107383,31.71014902,208.7583893,31.60731217,72.48130393,35.29522304,715.4860978,368.3741064,136.2023011,66.27119814,2.897411314,2.859476451,82.08628955,10.54631654,375.5254075,184.446805,18.96931927,15.73042513,27.48418025,19.18618968,363.3720038,179.1387362,142.0987536,87.05193383,"Africa,Europe,Asia,Australia,NA,South America and the Caribbean,North America",global,LC
Alnus rubra,379,65,35.3007,29.6993,-123.0829,45.418265,586.5223789,104.3473389,25.91640244,103.4537815,20.58801927,46.08123249,8.916063691,4387.64986,1403.051517,232.7030812,30.71537178,6.1232493,37.90254272,226.5798319,46.83124662,60.49579832,32.33806866,155.9691877,30.17266142,161.4481793,18.88985603,50.61064426,39.41499456,1354.593838,527.0597372,230.9411765,80.55875385,21.0280112,22.96881862,67.25490196,16.78815493,639.512605,228.0057485,88.98039216,80.51451231,109.047619,121.9801535,588.8627451,206.2353861,100.176781,99.15851181,"Africa,NA,Europe,Asia,Australia,South America and the Caribbean,North America",global,LC
Alnus serrulata,389,46.6185,30,16.6185,-77.8392,38.7189,306.8767914,129.8113695,32.76463522,122.5943152,11.97788414,34.83979328,4.646595272,8134.979328,888.8544147,303.245478,23.51692586,-46.10077519,39.49785427,349.3462532,25.79962656,140.7286822,74.89696743,94.05167959,99.77322689,231.7080103,23.94466879,21.5374677,42.83793434,1224.204134,170.828148,128.7829457,24.67780817,75.69250646,12.63644785,14.62015504,6.121219948,355.7700258,59.26821734,253.1085271,38.34677611,311.0284238,43.13464542,297.3229974,79.00286322,154.6606684,74.05986726,"Africa,NA,Europe,Asia,Australia,South America and the Caribbean,North America",global,LC
Amorpha californica,522,41.087667,30.483333,10.604334,-118.01435,34.264844,22.49508885,132.4061303,28.61176692,145.4712644,16.22136153,50.02681992,4.304981831,5175.586207,975.1073986,295.1455939,33.8215066,5.32183908,34.56407805,289.8237548,38.53103506,76.32183908,32.55793393,189.8390805,40.13400018,202.4137931,28.5337333,72.35823755,32.63948393,655.4655172,227.7672056,127.559387,47.8098573,1.994252874,1.393006083,84.02873563,9.004857824,350.3103448,120.8564902,16.48275862,12.86056515,32.3467433,28.9187836,341.4808429,121.9567456,132.1915709,84.22632934,"North America,South America and the Caribbean",global,LC
Andromeda polifolia,708,70.466667,41.3114,29.155267,-94.5406835,54.162197,1575.165634,-9.891891892,56.04406315,100.0697013,17.645996,23.88051209,4.367707682,11174.89331,2542.852362,200.1877667,41.41196021,-218.7923186,85.24243689,418.9800853,79.95217339,95.46799431,56.2977563,-87.55761024,102.0057636,130.0512091,35.72258091,-154.5903272,80.61672904,715.6970128,402.9415567,95.59743954,46.51181689,34.79231863,25.7165593,39.92745377,19.03315821,260.2503556,128.355631,116.6500711,82.10603871,224.2859175,80.7330864,148.371266,126.8008404,132.0084746,69.72213946,"Africa,Europe,Asia,Australia,NA,South America and the Caribbean,North America",global,LC
Angelica atropurpurea,210,55.466667,38.479445,16.987222,-73.31169,43.8114765,347.4546165,63.77403846,33.77335512,109.0288462,12.01243859,27.12019231,3.042370034,9950.399038,988.5010706,260.4855769,32.08382414,-135.8173077,48.95334749,396.3028846,34.4743774,155.3076923,58.75003578,-40.59615385,49.5908904,186.8125,28.72724367,-70.24519231,44.23894797,1009.764423,169.2868454,105.8413462,13.65265532,58.52884615,19.36901092,18.52884615,9.815650257,301.7884615,38.51222858,195.2548077,57.98598428,291.4423077,36.17879031,209.2067308,64.12367694,127.1666667,81.64519947,"Africa,Asia,Europe,Australia,South America and the Caribbean,North America",global,LC
Arctanthemum arcticum,84,69.98311664,38.4039,31.57921664,-149.08139,60.63,1347.166095,-21.76315789,54.58641306,79.21052632,14.88472666,22.67105263,5.042190418,9906.394737,2971.313335,160.4078947,33.97967143,-195.9078947,94.79186711,356.3157895,93.32883949,76.10526316,35.52598258,-85.84210526,124.7912446,104.5263158,28.10431696,-143.8421053,87.08494744,717.6710526,575.160972,114.4210526,79.40516577,29.71052632,29.89573695,51.18421053,13.833978,292.3684211,202.3710679,101.3947368,100.9843656,200.7105263,98.06444354,149.1578947,167.531255,105.9285714,93.34051997,"Europe,North America,NA",global,LC
Asclepias exaltata,167,46.13722,34.15,11.98722,-80.491667,41.61888,287.196883,91.28143713,18.77542813,113.5269461,9.276095961,30.56886228,3.856584171,8998.311377,1081.87627,275.5628743,16.78946346,-92.77245509,31.08125314,368.3353293,32.99445203,140.5269461,67.94946868,7.94011976,85.84334995,203.4491018,17.14103745,-29.16167665,29.35087227,1112.023952,247.6534927,113.9520958,20.90506608,68.11377246,27.83523362,16.80838323,11.50376268,323.1017964,52.80409745,224.8802395,83.02828683,306.1976048,48.49906713,233.7784431,92.60750192,148.0898204,72.0721548,"Africa,Asia,Europe,Australia,NA,South America and the Caribbean,North America",global,LC
Asclepias incarnata,1263,51.070694,18.258333,32.812361,-86.135956,41.494202,832.3743155,95.49642573,31.67660933,120.5123114,16.98579223,30.26211279,4.404570431,9572.369341,1246.977601,292.2001589,26.99398685,-101.9579031,47.93225851,394.158062,42.1424221,174.7013503,62.35234838,-10.79110405,72.61005057,214.867355,24.63999696,-32.58617951,45.83699084,913.6854647,239.5735371,106.5615568,20.75513956,46.36854647,25.94265712,29.08101668,18.82459695,297.5742653,56.92282594,155.7807784,81.2154757,277.2660842,47.01364567,163.4813344,90.13731051,141.871734,60.25572301,"Africa,Europe,Asia,Australia,NA,South America and the Caribbean,North America",global,LC
Betula alleghaniensis,1015,54,34.78333,19.21667,-72.673125,44.260936,536.9921876,60.7857848,20.24856691,113.8065153,10.25678591,28.58144126,2.781668375,9616.679171,799.9299245,256.0868707,16.93933478,-136.3050346,32.98443675,392.3919052,28.4389196,143.6396841,63.41777133,-36.62290227,65.67600699,180.1885489,15.96491296,-68.36130306,29.36646206,1085.160908,162.3196803,113.8272458,15.69133998,66.5923001,15.7935864,15.52615992,5.743750407,318.3662389,43.31161933,216.8943731,47.65990038,304.5380059,37.66428817,234.7403751,57.85058715,131.1793103,88.03446164,"Africa,Europe,Asia,Australia,NA,South America and the Caribbean,North America",global,LC
Betula cordifolia,157,60.233333,35.79948,24.433853,-71.905013,47,681.3277771,20.24183007,30.48015449,102.4640523,13.48782401,25.15686275,2.989273911,10194.66013,1401.687513,215.2287582,29.81488871,-185.372549,51.56624283,400.6013072,48.58407524,102.5424837,73.38856455,-68.04575163,71.05930991,146.2745098,23.43334199,-116.6405229,46.24969621,1132.189542,288.0617567,122.0522876,25.29374555,67.16993464,26.63095519,19.47058824,9.750883107,343.745098,66.92951216,220.7777778,80.60896697,325.0392157,62.0410393,244.0196078,87.45927403,125.7643312,86.32594316,"Africa,Europe,Asia,Australia,South America and the Caribbean,North America",global,LC
Betula glandulosa,827,71.476611,38.861497,32.615114,-118.54329,57.613361,1880.63656,-31.8053528,52.15785625,108.0973236,23.81634497,25.26034063,8.238104561,11495.06448,2988.421863,191.5790754,38.10895912,-244.1751825,85.84839748,435.7542579,72.07399399,76.94160584,58.95737634,-99.55717762,121.1479643,113.1946472,27.46245042,-178.6216545,85.14990246,549.3430657,309.4275632,78.77737226,39.15617655,22.88686131,17.56153192,43.97201946,16.92882415,214.4975669,112.9127238,80.1459854,58.42767771,176.5291971,83.33599281,119.8114355,113.3855364,131.8004837,61.47542354,"Africa,Europe,Asia,Australia,NA,South America and the Caribbean,North America",global,LC
Betula lenta,260,45.695576,34.15,11.545576,-73.0218035,41.70115,274.4977709,89.05384615,18.37167181,116.7538462,9.057995498,30.99615385,2.56422985,8934.826923,633.4349491,276.2192308,12.19476814,-95.33076923,28.98032576,371.55,24.26258778,118.4730769,65.00326132,15.70384615,86.9162868,201.2846154,14.34663784,-30.03461538,25.67112228,1152.369231,138.897848,113.5076923,13.24042374,77.46923077,14.05377893,10.88461538,4.842914046,319.0038462,33.150004,251.5692308,44.42084426,297.7307692,27.84188352,262.7692308,52.86568374,136.9423077,92.20344583,"Africa,NA,Asia,Europe,Australia,South America and the Caribbean,North America",global,LC
Betula michauxii,49,53.672222,46.783275,6.888947,-68.75,51.359722,91.03681995,-10.65957447,19.57624625,100.1489362,13.24186169,22.80851064,1.439176967,11198.08511,1697.535628,194.9574468,21.35614915,-236.1276596,49.55919474,431.0851064,59.41300904,97.36170213,44.10827859,-94.59574468,59.80317702,126.0638298,14.09348332,-162.5106383,41.98284968,927.2978723,155.2491567,108.787234,11.20352462,45.08510638,17.21706659,28.72340426,10.56594638,313.5531915,33.50717542,156.8297872,52.58091865,296.4680851,31.15588511,179.2553191,63.7626264,160.3877551,64.7677956,"North America,NA",global,LC
Betula occidentalis,542,68,34.23611,33.76389,-118.25895,41.39418652,1371.919574,58.04243542,48.82130122,141.0701107,21.44180689,38.42435424,7.113861209,7928.597786,2162.771827,262.4575646,46.39819066,-107.3413284,73.94682426,369.798893,56.60654945,43.89483395,66.24852393,87.01107011,118.3329518,161.4464945,36.85215374,-40.24354244,71.87324348,448.8118081,206.6216899,69.3099631,35.20255426,14.02767528,7.927651701,47.43726937,16.70807121,187.8099631,99.18402235,51.55719557,26.50817636,87.48154982,63.39448006,147.8247232,106.4832595,143.5,65.41980882,"Africa,Europe,Asia,Australia,South America and the Caribbean,North America,NA",global,LC
Betula papyrifera,1418,68.7,35.095,33.605,-73.074338,44.533211,1775.786828,43.4770318,39.51399412,111.6975265,14.97183923,27.58091873,3.773697852,10033.4311,1762.754273,244.6628975,32.2764995,-156.6303887,61.51409777,401.2932862,53.76990955,126.9208481,71.61859303,-36.12579505,84.72841048,168.3378092,27.89438212,-89.85795053,57.72796547,915.3003534,288.6826188,105.7215548,28.10716878,51.2360424,23.85106965,25.67773852,17.02994801,292.7017668,80.23253927,168.5689046,73.81110027,262.0636042,64.15553213,199.0826855,97.88143148,138.3279267,81.75873122,"Europe,Africa,Asia,Australia,NA,South America and the Caribbean,North America",global,LC
Betula populifolia,337,48.438333,37.83867,10.599663,-72.693022,43.674237,495.2246386,74.01186944,23.37186142,111.9465875,10.29433481,28.75667656,2.791381015,9439.5727,890.3635401,266.6973294,19.37314719,-117.5400593,38.05469549,384.2373887,31.27113613,123.1513353,77.09215423,-1.590504451,83.78237629,191.9554896,18.13920481,-52.19881306,34.33369508,1096.816024,138.0789176,112.6854599,12.01049377,70.77448071,16.10538772,14.13649852,7.901876109,317.2967359,35.05473299,228.9940653,49.45747296,292.1394659,33.62761961,250.3353116,58.15489144,144.2433234,89.28892454,"Africa,Europe,Asia,Australia,NA,South America and the Caribbean,North America",global,LC
